"idno","Admin Agency","email","url","year","approp_title","fund_code","eligibility","bond_sale_date","bond_series_number","amount_of_bond","category","subcategory","county","state_amount","chapter_section","reversion_date","valid_encumbrance_amount","expended_amount","aipp_amount_bof","reversion_amount","appropriation_balance","last_update","icip_project_number","icip_priority_number","local_fiscal_agent","amount_obligated","project_end_date","expended_amount_state","aipp_amount","reauth_of_balance_to_new","reauth_to_project_number","reversion_amount_two","project_status","goal_milestone_last_quarter","goal_milestone_next_quarter","project_phase","current_balance","last_agency_update","last_submission_date","expended_amount_local","current_balance_local","project_status_local","project_phase_local","goal_milestone_last_quarter_local","goal_milestone_next_quarter_local","valid_contracts_in_place","no_activity_for_month","last_submission_date_local","last_update_local"
"12-1539","University of New Mexico","mailto:lchance@unm.edu","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1539","2012","UNM ATHLETIC FIELDS IMPROVE-CONTINGENCY","SEVERANCE TAX BONDS","","6/28/12","STB12SA","1379000","HED","Higher Education (facilities, equipment)","Bernalillo","1379000","64 / 25/  1","6/30/16","0","1377765","0","0","1235","5/26/15 0:00","","/","99952 - University of New Mexico","0","***","1377765","0","0","","1235","Project complete.","No activity.","Remaining dollars to be reverted by 4/30/15","0250 - Project Closed","0","5/26/15 0:00","4/23/15 0:00","0","0","","","","","","","",""
"12-1545","Department of Transportation","mailto:AudreyS.Gonzales@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1545","2012","STW-DOT/SRF PASEO DEL NORTE","SEVERANCE TAX BONDS","","12/28/12","STB12SC","27500000","Local","Highways, Roads & Bridges (streets, overpasses, drainage, lights, etc.)","Bernalillo","27500000","64 / 27","***","0","27062245","0","0","437755","5/26/15 0:00","","/","99805 - Department of Transportation","27500000","6/30/16","27149817","0","0","","0","We are in the final stages of Paseo Del Norte 
MOA Contract  M01210/2-Project is also tied with Federal Project A301180 and Capital Outlay project 12-1502","$27,149,817 in expenditures to date","Utilizing the balance of $350,183","0220 - Project in Construction","350183","5/26/15 0:00","4/23/15 0:00","0","0","","","","","","","",""
"12-1591","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1591","2012","LAS CRUCES HOMELESS VETERANS HOUSING COMPLEX, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","","","Dona Ana","0","63 /  38","6/30/14","700","227000","0","0","0","5/26/15 0:00","","/","07003 - Las Cruces","0","***","227000","0","0","","700","Project is closed.  funds expended for renovations at La Casa.  
Grant agreement issued.  Fully executed 05/11/2012. 
Project reauthorized from 08-3222 
  0150-Grant Agreement Issued    05/11/2012
  0250-Closed                    12/07/2012","","","0250 - Project Closed","0","1/20/15 15:45","1/20/15 15:45","0","0","","","","","","","",""
"13-1301","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=13-1301","2013","DOUBLE EAGLE ELEM SCHL SEC CAMERAS & INFO TECH","SEVERANCE TAX BONDS","","7/23/13","STB13A","110000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Bernalillo","110000","226 / 18/ 52","6/30/16","0","109993","0","7","0","5/26/15 0:00","","2013 /","02112 - Albuquerque Public Schools","0","***","109993","0","0","","7","complete","","","0250 - Project Closed","0","5/26/15 0:00","1/1/80 0:00","109993","7","Expended Amount :109,992.70 Revert:7.30","","Expended Amount:$109,992.70","Project Closed","TRUE","FALSE","8/28/14 0:00","8/28/14 0:00"
"12-1605","General Services Department","mailto:pamela.nicosin@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1605","2012","SANTA TERESA SAFETY INSPECTION STATION 4/28, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","","","Dona Ana","0","63 / 52","6/30/14","0","22956","0","0","0","5/26/15 0:00","","/","01000 - Santa Fe County","0","***","22956","0","302518","14-2275","0","ITB - August Pending land swap 06/13/12 GG. Multiple projects - Anticipated Bids March 2013 12/21/12 GG. Multiple projects - Bid docs being completed 03/11/13 GG-ITB bids due  7/26/13 06/11/13 LJ - 9/15/13 GC Contract in process SS. - GC Contract executed. Project In Construction 12/18/13 SS","15% completion","30% completion","0220 - Project in Construction","0","5/26/15 0:00","4/14/14 0:00","0","0","","","","","","","",""
"12-1606","General Services Department","mailto:pamela.nicosin@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1606","2012","SANTA TERESA SAFETY INSPECTION STATION 4/30, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","","","Dona Ana","0","63 / 53","6/30/14","0","0","0","0","0","5/26/15 0:00","","/","01000 - Santa Fe County","0","***","0","0","354719","14-2276","0","ITB - August Pending land swap 06/13/12 GG. Multiple projects - Anticipated Bids March 2013 12/21/12 GG. Multiple projects - Bid docs being completed 03/11/13 GG-ITB bids due  7/26/13 06/11/13 LJ - GC Contract in process 9/15/13 SS. - GC Contract executed. Project In Construction 12/18/13 SS","15% completion","30% completion","REAUT - Funds reauthorized for another","0","5/26/15 0:00","5/7/14 0:00","0","0","","","","","","","",""
"12-1626","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1626","2012","SHIPROCK HOME FOR WOMEN & CHLDRN 2011/183/87, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","","","San Juan","0","63 / 73","6/30/14","0","0","0","0","200000","5/26/15 0:00","","/","16000 - San Juan County","0","***","0","0","0","","200000","There was no clear direction on how the projects were to proceed.  LGD prepared reauthorization requests for the projects to extend time, however the requests did not make it into HB353.  The legislators, San Juan County, Navajo Nation and DFA will need to determine the best way to proceed with the projects.  
pending legal review of the NN Supreme Court ruling.
Reauthorized from IAD and project no 04-0414
pending SBOF meeting 06/19/2012","","","0250 - Project Closed","0","1/20/15 15:45","1/20/15 15:45","0","0","funding reappropriated in 2014 legislative session","","","","FALSE","FALSE","1/1/80 0:00","4/30/14 0:00"
"12-1627","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1627","2012","SHIPROCK HOME FOR WOMEN & CHLDRN 2011/183/88, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","","","San Juan","0","63 / 74","6/30/14","0","0","0","0","50000","5/26/15 0:00","","/","16000 - San Juan County","0","***","0","0","0","","50000","There was no clear direction on how the projects were to proceed.  LGD prepared reauthorization requests for the projects to extend time, however the requests did not make it into HB353.  The legislators, San Juan County, Navajo Nation and DFA will need to determine the best way to proceed with the projects.  
pending legal review of the NN Supreme Court ruling. DFA has not determined the best use of the funds at this time. 
Reauthorized from IAD and project 02-0373 
pending SBOF meeting 06/19/2012

Grant agreement never executed and funds will revert 6/30/2014.  6/4/2014
  0250-Closed                    08/14/2014","","","0250 - Project Closed","0","12/15/14 16:33","12/15/14 16:33","0","0","funding reappropriated in 2014 legislative session","","","","FALSE","FALSE","1/1/80 0:00","4/30/14 0:00"
"12-1614","Department of Cultural Affairs","mailto:chris.romero@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1614","2012","NM FARM & RANCH/NM SPACE HISTORY MUSEUMS REN, RET","SEVERANCE TAX BONDS REAUTH","","12/30/08","STB08SD","15000","","","Multiple","0","63 / 61","6/30/14","0","13825","0","0","0","5/26/15 0:00","","/","99505 - Department of Cultural Affairs","0","***","13825","0","0","","1175","Funding was reauthorized from Veterans Museum until June 30 2014.  5.0 allocated to FRHM for lighting project  awaiting invoice.  10.0 allocated to Space History Museum  repairs complete.","Projects completed.","Project will be closed.","0250 - Project Closed","0","5/26/15 0:00","9/15/14 0:00","0","0","","","","","","","",""
"12-1617","Environment Department","mailto:edith.gallegos1@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1617","2012","TWIN FORKS MDWCA WATER SYSTEM IMPROVE, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","","","Otero","0","63 / 64","6/30/14","0","50000","0","0","0","5/26/15 0:00","","/","15012 - Twin Forks MDWCA","0","***","50000","0","0","","0","Project reauthorized in Laws 2012, HB 190, Section 64 for portion of balance for extension of time to 2014.  Other portion of balance reauthorized to another agency. Previous project No. 08-3124-STB.  Recvd Grant Agreement 12/7/12.   Pre-construction conference for Tank 3 replacement held 12/3/12. Bid opening for the SCADA project was 1/24/13 and recommendation for award issued 2/21/13. Tank 3 construction substantially complete 2/28/13. SCDA project pre-con and Tank 3 final inspection held 4/2/2013. Final DR submitted 5/22/13. SCADA project final inspection held 6/5/13. Funds fully expended, project closed.  Balance after final payment is 1 cent, which will be reverted.","","","0250 - Project Closed","0","5/26/15 0:00","9/13/13 0:00","50000","0","Project is complete.","","","","TRUE","FALSE","9/5/13 0:00","9/5/13 0:00"
"12-1618","Department of Cultural Affairs","mailto:chris.romero@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1618","2012","NM MUSEUM OF SPACE HISTORY RENOVATE, RET","SEVERANCE TAX BONDS REAUTH","","12/30/08","STB08SD","10000","","","Otero","0","63 / 65","6/30/14","0","10000","0","0","0","5/26/15 0:00","","/","01000 - Santa Fe County","0","***","10000","0","0","","0","Reauthed from Veterans Museum to Space.  Project is complete. Funding utilized for the following items:  Carpeting, HVAC repairs and upgrades, Spacecraft  artifact  acquisition, Window repairs/improvements, lighting and electrical improvements, generator purchase, and campus/exhibit signage.","","","0240 - Project Complete","0","5/26/15 0:00","6/13/13 0:00","0","0","","","","","","","",""
"12-1619","Department of Cultural Affairs","mailto:chris.romero@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1619","2012","NM MUSEUM OF SPACE HISTORY, RET","SEVERANCE TAX BONDS REAUTH","","12/30/08","STB08SD","25000","","","Otero","0","63 / 66","6/30/14","0","25000","0","0","0","5/26/15 0:00","","/","99505 - Department of Cultural Affairs","0","***","25000","0","0","","0","Reauthed from Veterans Museum to Space History Museum.  Funding utilized for the following items:  Carpeting, HVAC repairs and upgrades, Spacecraft  artifact  acquisition, Window repairs/improvements, lighting and electrical improvements, generator purchase, and campus/exhibit signage. Project is complete.","","","0240 - Project Complete","0","5/26/15 0:00","12/20/13 0:00","0","0","","","","","","","",""
"13-1386","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=13-1386","2013","ARTESIA HIGH SCHL SEWER LINES REPLACE","SEVERANCE TAX BONDS","","7/23/13","STB13A","61000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Eddy","61000","226 / 18/144","6/30/17","0","61000","0","0","0","5/26/15 0:00","","/","03006 - Artesia Public Schools","0","***","61000","0","0","","0","COMPLETE","","","0250 - Project Closed","0","5/26/15 0:00","1/1/80 0:00","0","0","","","","","","","",""
"12-1625","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1625","2012","SHIPROCK HOME FOR WOMEN & CHLDRN 2011/183/86, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","","","San Juan","0","63 / 72","6/30/14","0","0","0","0","45000","5/26/15 0:00","","/","16000 - San Juan County","0","***","0","0","0","","45000","There was no clear direction on how the projects were to proceed.  LGD prepared reauthorization requests for the projects to extend time, however the requests did not make it into HB353.  The legislators, San Juan County, Navajo Nation and DFA will need to determine the best way to proceed with the projects.  
pending legal review of the NN Supreme Court ruling.
Reauthorized from IAD and project no 04-1581
pending SBOF meeting 06/19/2012

Grant agreement never executed and funds will revert 6/30/2014.  6/4/2014","","","0250 - Project Closed","0","9/11/14 16:16","9/11/14 16:16","0","0","funding reappropriated in 2014 legislative session","","","","FALSE","FALSE","1/1/80 0:00","4/30/14 0:00"
"13-1760","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=13-1760","2013","CORRALES RECREATION CTR IMPROVE","SEVERANCE TAX BONDS","","7/23/13","STB13A","13000","Local","Community Facilities","Sandoval","13000","226 / 31/169","6/30/17","0","13000","0","0","0","5/26/15 0:00","","/","29002 - Corrales","0","***","13000","0","0","","0","Grant executed as of 9/5/2013
  0150-Grant Agreement Issued    02/06/2014","","","0250 - Project Closed","0","1/20/15 15:45","1/20/15 15:45","13000","0","Complete","","","","FALSE","FALSE","1/1/80 0:00","4/2/14 0:00"
"13-1122","Indian Affairs Department","mailto:rosemary.whitegeese@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=13-1122","2013","BAAHAALI CHP POWERLINE EXTEND, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","Reauthorized Project","","McKinley","0","202 / 24","6/30/16","0","0","0","0","0","5/26/15 0:00","1","2014 / 1","13002 - Baahaali Chapter","0","***","0","0","0","","0","Reauthed from 09-3826. IGA mailed, not returned. Need update from Baahaali-Navajo Nation.","No activity","IGA signed and processed.","0100 - Appropriated","91482","5/26/15 0:00","3/26/15 0:00","45506","45506","Inter-Govenmental Agreement between the Navajo Nation and Indian Affairs Department was completed on February 4, 2015","","Contract for Powerline construction has been completed and has been submitted to CDEC, INC. for signature","Powerline Construction Contract is pending signature at the CDEC, INC office in Grants.","FALSE","TRUE","5/12/15 0:00","5/12/15 0:00"
